Animal,isDark,t,weight
Dog,0,9.984523133,13.18710083
Werewolf,0,5.398469485,20.25837663
Cat,1,5.477926747,6.948149816
Dog,1,5.189354233,13.55739307
Werewolf,1,9.70907581,22.19863524
Cat,0,9.192744888,5.20472666
Dog,0,6.72836689,11.13384589
Werewolf,0,6.355859188,13.51546005
Cat,1,8.075493674,8.884098686
Dog,1,6.791373096,11.12826716
Werewolf,1,9.93580582,25.60374616
Cat,0,5.270756011,5.191154119
Dog,0,5.019503707,15.41916854
Werewolf,0,9.161191851,12.36811951
Cat,1,7.19082158,6.177639341
Dog,1,5.016021839,13.40163183
Werewolf,1,7.431838251,12.42953138
Cat,0,9.038753249,8.303074286
Dog,0,9.440632781,15.11914104
Werewolf,0,6.28253031,21.63347706
Cat,1,6.296389058,7.817403123
Dog,1,6.409528044,13.98885637
Werewolf,1,7.54347991,18.27203384
Cat,0,7.211158691,4.953911563
Dog,0,9.601981539,12.52848627
Werewolf,0,8.540899457,18.96927902
Cat,1,9.512280163,5.85952146
Dog,1,8.95735816,16.0746459
Werewolf,1,5.940958823,21.10380328
Cat,0,8.264416464,6.499241525
Dog,0,6.544676273,14.41403431
Werewolf,0,6.650390336,17.35130558
Cat,1,7.97533953,6.17688525
Dog,1,5.723631975,8.755716106
Werewolf,1,9.42843586,20.91323615
Cat,0,6.680410015,5.990082719
Dog,0,9.500096317,12.91917037
Werewolf,0,8.521838333,23.02486801
Cat,1,9.791351658,2.35646148
Dog,1,9.238519529,17.50906555
Werewolf,1,5.86075692,19.06500623
Cat,0,9.091944351,6.484983319
Dog,0,9.608993559,13.86550756
Werewolf,0,8.155538579,15.94670529
Cat,1,7.175456999,5.965562796
Dog,1,9.07386293,13.11378419
Werewolf,1,8.593791383,23.47906012
Cat,0,5.218097372,9.418545753
Dog,0,5.094150717,13.85297237
Werewolf,0,5.760699676,16.05414163
Cat,1,8.804928961,7.809276211
Dog,1,5.269175849,11.80485242
Werewolf,1,5.266566066,15.29880156
Cat,0,8.197456892,5.673094411
Dog,0,5.140991838,12.17279092
Werewolf,0,7.550858255,16.6634044
Cat,1,9.834849641,8.321705724
Dog,1,5.379713551,17.89326396
Werewolf,1,6.226764558,19.44176007
Cat,0,7.815590213,6.473661047
Dog,0,8.67368724,14.42194096
Werewolf,0,6.14719404,16.04872208
Cat,1,9.811683253,4.818769631
Dog,1,9.925283956,12.81624144
Werewolf,1,5.42719434,21.84431983
Cat,0,8.947222767,6.927699053
Dog,0,7.652693462,12.83951914
Werewolf,0,6.480402084,19.78589631
Cat,1,8.801818148,5.195550154
Dog,1,8.438652438,9.716320186
Werewolf,1,6.994680996,14.60062069
Cat,0,8.580788965,8.190956077
Dog,0,6.440874079,13.92044627
Werewolf,0,9.160464344,19.85596687
Cat,1,6.783788707,7.294236959
Dog,1,9.699680921,16.49985655
Werewolf,1,9.828072738,26.93961258
Cat,0,9.774466278,6.929347664
Dog,0,7.931976934,13.09159019
Werewolf,0,6.938473207,16.97509084
Cat,1,7.616905398,4.953431464
Dog,1,6.043142381,13.03563756
Werewolf,1,9.156060632,23.64630293
Cat,0,9.912104758,5.018000455
Dog,0,8.883771326,13.3395794
Werewolf,0,5.821411575,17.71375874
Cat,1,6.619955142,7.806489844
Dog,1,7.70013651,13.36633702
Werewolf,1,8.76349294,20.93049173
Cat,0,7.996893626,9.051664387
Dog,0,5.39257364,14.19284051
Werewolf,0,6.98634627,20.67807816
Cat,1,7.820221957,4.77017617
Dog,1,7.481673966,8.54359054
Werewolf,1,5.430326034,17.55720003
Cat,0,6.833787443,6.914895151
Dog,0,7.82692696,17.14917392
Werewolf,0,6.338990713,16.09105112
Cat,1,5.471477426,4.752380432
Dog,1,9.152199679,17.8300334
Werewolf,1,7.112339719,18.2061871
Cat,0,5.221252623,3.366783962
Dog,0,9.072185443,16.92308806
Werewolf,0,8.589861794,22.18364394
Cat,1,8.480809202,5.762153441
Dog,1,9.996855744,13.87448167
Werewolf,1,9.419261634,22.25558821
Cat,0,5.66260634,7.500845014
Dog,0,8.5655602,19.53834372
Werewolf,0,5.557573041,16.77460033
Cat,1,6.212166526,7.388436326
Dog,1,5.783914779,9.728153727
Werewolf,1,9.819078334,26.48551153
Cat,0,7.958825893,3.518901832
Dog,0,8.074672142,14.49984863
Werewolf,0,7.042204566,15.92189367
Cat,1,6.833398773,4.152463375
Dog,1,7.776080141,18.50318663
Werewolf,1,5.75347566,16.41807226
Cat,0,6.498575102,3.064208491
Dog,0,9.467266384,18.9048554
Werewolf,0,5.354931902,17.93470888
Cat,1,5.406267382,10.94879529
Dog,1,9.618105465,16.33596002
Werewolf,1,8.222510618,19.56744121
Cat,0,5.184267707,4.519386474
Dog,0,9.43189399,8.627344036
Werewolf,0,5.314401795,14.32826454
Cat,1,9.023742649,4.364359759
Dog,1,8.010455725,17.42715273
Werewolf,1,7.062059044,16.79677139
Cat,0,6.550781363,8.603775399
Dog,0,7.05152759,15.22924778
Werewolf,0,5.275234589,15.73736429
Cat,1,8.630948844,6.238694336
Dog,1,9.314854125,17.23425536
Werewolf,1,8.115810145,22.35792685
Cat,0,5.874033696,5.723296078
Dog,0,9.922441521,15.37453928
Werewolf,0,8.495441083,19.12016305
Cat,1,7.792143963,5.823132734
Dog,1,5.065829395,18.97642097
Werewolf,1,8.941722271,21.79822951
Cat,0,7.716208364,5.592476616
Dog,0,8.002289206,16.73822918
Werewolf,0,8.726944918,14.35086611
Cat,1,9.939900408,8.020327391
Dog,1,6.110138499,7.231585791
Werewolf,1,5.872570367,18.36962793
Cat,0,8.577426989,6.587930015
Dog,0,5.661331453,13.81625891
Werewolf,0,9.88529979,21.27881558
Cat,1,6.740558184,6.816855244
Dog,1,6.137025913,12.23297295
Werewolf,1,7.687436988,24.83503327
Cat,0,9.900100197,7.857398388
Dog,0,9.7199436,16.55690797
Werewolf,0,7.248930404,19.5167387
Cat,1,6.143638522,6.469631639
Dog,1,8.192326412,17.23800467
Werewolf,1,9.528881568,17.13570469
Cat,0,7.579783554,6.314614583
Dog,0,9.753140036,16.93571894
Werewolf,0,9.156037609,20.01913942
Cat,1,5.049889021,6.636247404
Dog,1,8.247765203,16.60439392
Werewolf,1,5.221384519,14.32371833
Cat,0,8.646611954,5.253903325
Dog,0,8.604393695,9.741857452
Werewolf,0,9.248084522,20.05562839
Cat,1,5.88776309,7.016287571
Dog,1,8.876482823,14.71867814
Werewolf,1,8.248095015,17.5054554
Cat,0,8.732779874,6.564113015
Dog,0,8.486826009,8.066853771
Werewolf,0,9.068932095,14.83299456
Cat,1,5.645335445,8.850066303
Dog,1,8.703312526,12.56020396
Werewolf,1,9.537449357,17.20946511
Cat,0,9.46699047,5.569649797
Dog,0,9.451254034,16.75421073
Werewolf,0,6.704675461,14.43118103
Cat,1,5.853067919,3.202910623
Dog,1,8.867894318,16.11961331
Werewolf,1,8.346549657,21.47049843
Cat,0,5.430789526,9.557285372
Dog,0,9.704199027,15.37180457
Werewolf,0,9.146280133,8.820339054
Cat,1,8.389771342,6.079764542
Dog,1,7.336666934,17.95554402
Werewolf,1,8.167362129,23.47894544
Cat,0,8.023433596,7.494219366
Dog,0,7.148803655,12.75592538
Werewolf,0,9.084126677,12.03620888
Cat,1,6.346054276,6.960039917
Dog,1,8.786448586,14.77216982
Werewolf,1,9.139052298,27.43256077
Cat,0,9.947217346,3.889099323
Dog,0,6.20773769,16.91583158
Werewolf,0,6.248972031,14.03882166
Cat,1,5.243142287,4.206626375
Dog,1,8.927991356,17.20546392
Werewolf,1,5.501282879,16.73313289
Cat,0,6.325644685,7.886559734
Dog,0,5.476994343,14.52994822
Werewolf,0,5.619259965,14.24944289
Cat,1,6.017853122,5.961846203
Dog,1,6.28320501,10.64274861
Werewolf,1,8.796286785,27.65713342
Cat,0,5.014838048,8.61375231
Dog,0,7.439815826,19.25845259
Werewolf,0,6.33637905,17.34844222
Cat,1,5.566134554,6.760112254
Dog,1,7.251971894,11.01142708
Werewolf,1,6.280013945,15.79523394
Cat,0,5.021451966,5.465217448
Dog,0,7.090534494,13.63453559
Werewolf,0,7.9326107,20.16173941
Cat,1,6.165711853,6.98627068
Dog,1,8.461791895,15.78424874
Werewolf,1,9.712800366,23.20836447
Cat,0,8.697715568,4.545536804
Dog,0,8.497785949,11.87838037
Werewolf,0,8.14494337,17.07875567
Cat,1,8.904547807,7.706097333
Dog,1,5.337533308,11.35163303
Werewolf,1,9.063750416,22.31943237
Cat,0,7.106215094,7.847141801
Dog,0,5.59462782,11.2135046
Werewolf,0,7.564063411,16.22779751
Cat,1,6.814426893,5.812541187
Dog,1,5.392246425,12.29139013
Werewolf,1,9.809943311,28.68474333
Cat,0,5.339411377,6.316913883
Dog,0,6.401217218,15.13167423
Werewolf,0,6.116767512,16.12745298
Cat,1,6.851747619,4.456949808
Dog,1,5.723374887,11.99412015
Werewolf,1,7.33270568,18.1142291
Cat,0,9.308875907,2.906000733
Dog,0,8.128283313,18.43365212
Werewolf,0,5.271680357,13.06506295
Cat,1,8.141664226,5.422090406
Dog,1,8.342709553,14.12765048
Werewolf,1,5.004937296,20.1548645
Cat,0,6.749179522,6.822283707
Dog,0,5.584218147,14.30455761
Werewolf,0,5.854400951,16.15709419
Cat,1,9.426096018,3.379615358
Dog,1,7.893106811,18.21555781
Werewolf,1,8.309104713,17.12060852
Cat,0,5.555157836,6.191506484
Dog,0,6.109522423,16.60537044
Werewolf,0,5.612176412,9.669016841
Cat,1,8.863658917,4.831483806
Dog,1,5.310125107,11.89182411
Werewolf,1,7.56796234,20.19088443
Cat,0,6.127255451,8.242655638
Dog,0,5.043613859,13.16289564
Werewolf,0,8.139152373,18.02698419
Cat,1,6.027650585,8.258268784
Dog,1,5.299787848,10.72100447
Werewolf,1,5.196795112,19.96411929
Cat,0,9.305059231,3.58740779
Dog,0,6.140234642,8.872933425
Werewolf,0,5.172377219,11.33244417
Cat,1,8.319267631,4.844129959
Dog,1,9.075594763,16.72878031
